Registry_ID,Site name,Seed URL,Business area 1,Business area 2,Type,Owner,Description,URL status,Redirects to,Preservation status,ACT ID,AWS ID,Accession no,Crawl start date,Crawl frequency,Crawl depth,Licence Status,Notes
WAR158,"Estates | University of Edinburgh, The",https://www.ed.ac.uk/estates/,CSG,Estates,Department,,,Retired - redirect,https://estates.ed.ac.uk/,Active UKWA crawl,,253068,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR159,"Edinburgh Medical School | University of Edinburgh, The",https://www.ed.ac.uk/medicine-vet-medicine/edinburgh-medical-school/,CMVM,Edinburgh Medical School,School,,"Edinburgh Medical School was formally established in 1726, and is organised into three Deaneries, those of Biomedical Sciences, Clinical Sciences, and Molecular, Genetic and Population Health Sciences.",Retired - redirect,https://medicine-vet-medicine.ed.ac.uk/edinburgh-medical-school,Active UKWA crawl,,253045,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR160,"Global Health Academy | University of Edinburgh, The",https://www.ed.ac.uk/global-health/,CMVM,UNKNOWN,UNKNOWN,,,Retired - redirect,https://uoe-global-health.ed.ac.uk/,Active UKWA crawl,,253341,,22/09/2024,Monthly,Capped,Umbrella - auto,Listed in LF as CSG - Global?
WAR161,"Royal (Dick) School of Veterinary Studies | University of Edinburgh, The",https://www.ed.ac.uk/vet/,CMVM,Royal Dick Veterinary Studies,School,,"The Royal (Dick) School of Veterinary Studies is one of the oldest veterinary schools in the world, having been founded in 1823. It comprises a number of specific research hubs and institutes, such as the Roslin Institute, the Jameel Observatory and the Jeanne Marchig International Centre for Animal Welfare Education.",Retired - redirect,https://vet.ed.ac.uk/,Active UKWA crawl,,253046,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR162,"College of Arts, Humanities and Social Sciences | University of Edinburgh, The",https://www.ed.ac.uk/humanities-soc-sci/,CAHSS,Top-level,College/Professional Services Group,,"The College of Arts, Humanities, and Social Sciences (CAHSS) is the largest of the University of Edinburgh's three colleges by enrolement. The Edinburgh College of Art was incorporated into the College in 2011. The College is comprised of 11 Schools and the Centre for Open Learning. CAHSS also hosts a number of subject-specific and interdisciplinary research centres.",Retired,,Active UKWA crawl,,253032,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR163,"Infection Medicine | University of Edinburgh, The",https://www.ed.ac.uk/infection-medicine/,CMVM,Clinical Sciences,Department,,,Retired,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR164,"Race and Inclusivity in Global Education Network | University of Edinburgh, The",https://blogs.ed.ac.uk/rigen/,CAHSS,Education,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,TBD,
WAR165,"Centre for Inflammation Research | University of Edinburgh, The",https://www.ed.ac.uk/inflammation-research/,CMVM,Clinical Sciences,Centre/Institute,,,Retired - redirect,https://inflammation-research.ed.ac.uk/,Active UKWA crawl,,253593,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR166,"Information Services | University of Edinburgh, The",https://www.ed.ac.uk/information-services/,ISG,Top-level,Department,,,Retired - redirect,https://information-services.ed.ac.uk/,Active UKWA crawl,,253071,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR167,"Institute of Genetics and Cancer | University of Edinburgh, The",https://www.ed.ac.uk/institute-genetics-cancer/,CMVM,"Molecular, Genetic & Population Health Sciences",Centre/Institute,,,Retired - redirect,https://institute-genetics-cancer.ed.ac.uk/,Active UKWA crawl,,253052,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR168,"Centre for Open Learning | University of Edinburgh, The",https://www.ed.ac.uk/lifelong-learning/,CAHSS,Centre for Open Learning,Centre/Institute,,"The Centre for Open Learning is part of the College of Arts, Humanities and Social Sciences at the University of Edinburgh.",Retired - redirect,https://col.ed.ac.uk/,Active UKWA crawl,,253043,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR169,"School of Biological Sciences | University of Edinburgh, The",https://biology.ed.ac.uk/,CSE,Biological Sciences,School,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR170,"College of Medicine and Veterinary Medicine | University of Edinburgh, The",https://www.ed.ac.uk/medicine-vet-medicine/,CMVM,Top-level,College/Professional Services Group,,The College of Medicine and Veterinary Medicine (CMVM) is comprised of two Schools - Edinburgh Medical School and the Royal (Dick) School of Veterinary Studies. The College is also home to the Roslin Institute and a number of other institutes and research centres. ,Retired - redirect,https://medicine-vet-medicine.ed.ac.uk/,Active UKWA crawl,,253044,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR171,"School of Chemistry | University of Edinburgh, The",https://chem.ed.ac.uk/,CSE,Chemistry,School,,,Active,,Active UKWA crawl,,253054,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR172,"Medical Research Council (MRC) Human Genetics Unit | University of Edinburgh, The",https://www.ed.ac.uk/mrc-human-genetics-unit/,CMVM,"Molecular, Genetic & Population Health Sciences",UNKNOWN,,,Retired - redirect,https://institute-genetics-cancer.ed.ac.uk/research/research-themes/mrc-human-genetics-unit,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR173,"School of Geosciences | University of Edinburgh, The",https://geosciences.ed.ac.uk/,CSE,Geosciences,School,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR174,"Roslin Institute, The | University of Edinburgh, The",https://www.ed.ac.uk/roslin/,CMVM,Royal Dick Veterinary Studies,Centre/Institute,,,Retired - redirect,https://vet.ed.ac.uk/roslin,Active UKWA crawl,,253050,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR175,"Scottish Centre for Conservation Studies | University of Edinburgh, The",https://blogs.ed.ac.uk/sccs/,CAHSS,ECA,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,TBD,
WAR176,"Student Recruitment and Admissions | University of Edinburgh, The",https://www.ed.ac.uk/student-recruitment/,USG,Student Recruitment and Admissions,Department,,,Retired - redirect,https://student-recruitment.ed.ac.uk/,Active UKWA crawl,,253081,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR177,"Social Responsibility and Sustainability | University of Edinburgh, The",https://www.ed.ac.uk/sustainability/,CSG,Social Responsibility & Sustainability,Department,,,Retired - redirect,https://sustainability.ed.ac.uk/,Active UKWA crawl,,253069,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR178,COP and the University of Edinburgh,https://www.ed.ac.uk/sustainability/cop26/,CSG,Social Responsibility & Sustainability,UNKNOWN,,,Retired - redirect,https://earth.ed.ac.uk/cop/,Ended UKWA crawl,,253598,,09/10/2024,Weekly,Capped,Umbrella - auto,
WAR179,"Usher Institute, The | University of Edinburgh, The",https://www.ed.ac.uk/usher/,CMVM,"Molecular, Genetic & Population Health Sciences",Centre/Institute,,,Retired - redirect,https://usher.ed.ac.uk/,Active UKWA crawl,,253051,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR180,"Centre for Biomedicine, Self and Society | University of Edinburgh, The",https://www.ed.ac.uk/usher/biomedicine-self-society/,CMVM,"Molecular, Genetic & Population Health Sciences",Centre/Institute,,,Retired - redirect,https://usher.ed.ac.uk/biomedicine-self-society,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR181,"Edinburgh Clinical Trials | University of Edinburgh, The",https://www.ed.ac.uk/usher/edinburgh-clinical-trials/,CMVM,"Molecular, Genetic & Population Health Sciences",Service,,,Retired - redirect,https://usher.ed.ac.uk/edinburgh-clinical-trials,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR182,"School of Informatics | University of Edinburgh, The",https://informatics.ed.ac.uk/,CSE,Informatics,School,,,Active,,Active UKWA crawl,,253057,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR183,"Water Technology and Research at Edinburgh (WaTerEd) Network | University of Edinburgh, The",https://www.ed.ac.uk/watered/,CSE,UNKNOWN,Research activity,,,Retired,,Ended UKWA crawl,,253227,,22/09/2024,Weekly,Capped,Umbrella - auto,
WAR184,"Edinburgh Strategic Alliance in Architecture, Built Environment and Planning",https://www.ekep.eca.ed.ac.uk/,CAHSS,ECA,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR185,Edinburgh Mathematical Society,https://www.ems.ac.uk/,CSE,Mathematics,Research activity,,"Site of a research society focused on the development and promotion of all aspects of the mathematical sciences, particularly in Scotland. ",Active,,Active UKWA crawl,66220,,,25/05/2018,Sixmonthly,Capped large,TBD,Hosted by UE - licence applicable?
WAR186,"Scottish Student Mental Health Research Network | University of Edinburgh, The",https://blogs.ed.ac.uk/scotsmart/,CAHSS,HSS,Research activity,,,Extinct,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,TBD,
WAR187,"School of Biological Sciences | University of Edinburgh, The",https://www.ed.ac.uk/biology/,CSE,Biological Sciences,School,,,Retired - redirect,https://biology.ed.ac.uk/,Active UKWA crawl,,253055,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR188,Edinburgh Research Partnership in Engineering (ERPE),https://www.erpe.ac.uk/,CSE,Engineering,Research activity,,,Active,,Active UKWA crawl,,253575,,03/10/2024,Monthly,Capped,Umbrella - manual,
WAR189,"Euan MacDonald Centre | University of Edinburgh, The",https://www.euanmacdonaldcentre.org/,CMVM,Clinical Sciences,Centre/Institute,,,Active,,Active UKWA crawl,,253576,,03/10/2024,Monthly,Capped,Umbrella - manual,
WAR190,EuroStemCell,https://www.eurostemcell.org/,CMVM,Biomedical Sciences,Research activity,,"Site of a network of scientists working to provide independent, expert-reviewed information and resources on stem cells and their impact on society. ",Active,,Added to UKWA - AWS,,,,,Monthly,Capped,TBD,
WAR191,"Centre for Exoplanet Science | University of Edinburgh, The",https://www.exoplanets.ed.ac.uk/,CSE,Physics & Astronomy,Centre/Institute,,,Active,,Active UKWA crawl,,253577,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR192,"Edinburgh Fire Research Centre | University of Edinburgh, The",https://www.fire.eng.ed.ac.uk/,CSE,Engineering,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR193,"Institute for Advanced Study in the Humanities | University of Edinburgh, The",https://www.iash.ed.ac.uk/,CAHSS,UNKNOWN,Centre/Institute,,,Active,,Active UKWA crawl,4720,253584,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR194,International Centre for Mathematical Sciences,https://www.icms.org.uk/,CSE,Mathematics,Centre/Institute,,,Active,,Active UKWA crawl,,250581,,11/03/2024,Sixmonthly,Capped,Umbrella - manual,
WAR195,"Innogen Institute, The | University of Edinburgh, The",https://www.innogen.ac.uk/,CAHSS,Social & Political Sciences,Centre/Institute,,,Active,,Active UKWA crawl,,253578,,03/10/2024,Monthly,Capped,Umbrella - manual,
WAR196,"International Network of Scholars and Activists for Afrikan Reparations (INOSAAR) | University of Edinburgh, The",https://www.inosaar.llc.ed.ac.uk/,CAHSS,LLC,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR197,"Scottish Collaboration for Public Health Research and Policy (SCPHRP) | University of Edinburgh, The",https://blogs.ed.ac.uk/scphrp/,CAHSS,HSS,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,TBD,
WAR198,"Institute for the Study of Science, Technology and Innovation (ISSTI) | University of Edinburgh, The",https://www.issti.ed.ac.uk/,CAHSS,Social & Political Sciences,Centre/Institute,,,Active,,Active UKWA crawl,,253231,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR199,"School of Geosciences | University of Edinburgh, The",https://www.ed.ac.uk/geosciences/,CSE,Geosciences,School,,,Retired - redirect,https://geosciences.ed.ac.uk/,Active UKWA crawl,,253056,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR200,Life After Cardiac Arrest | Chest Heart & Stroke Scotland,https://www.lifeaftercardiacarrest.org/,CMVM,UNKNOWN,Research activity,,Site offering advice and support for people affected by out-of-hospital cardiac arrest (OHCA). The content is published by Chest Heart & Stroke Scotland and the University of Edinburgh. ,Active,,Active UKWA crawl,188550,,,12/07/2023,Quarterly,Capped,Umbrella - manual,
WAR201,"School of Engineering | University of Edinburgh, The",https://www.eng.ed.ac.uk/,CSE,Engineering,School,,,Active,,Active UKWA crawl,178315,253058,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR202,Maxwell Institute for Mathematical Sciences,https://www.maxwell.ac.uk/,CSE,Mathematics,Centre/Institute,,,Active,,Active UKWA crawl,,250580,,11/03/2024,Quarterly,Capped,Umbrella - manual,
WAR203,North Atlantic Biocultural Organization (NABO) ,https://www.nabohome.org/,CSE,Geosciences,Research activity,,,Active,,Added to UKWA - AWS,,,,,Monthly,Capped,TBD,
WAR204,"OPENspace | University of Edinburgh, The",https://www.openspace.eca.ed.ac.uk/,CAHSS,ECA,Research activity,,,Active,,Active UKWA crawl,,253579,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR205,"School of Mathematics | University of Edinburgh, The",https://www.maths.ed.ac.uk/,CSE,Mathematics,School,,,Active,,Active UKWA crawl,,253059,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR206,"Institute for Condensed Matter and Complex Systems | University of Edinburgh, The",https://www.ph.ed.ac.uk/icmcs/,CSE,Physics & Astronomy,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR207,"Institute for Particle and Nuclear Physics (IPNP) | University of Edinburgh, The",https://www.ph.ed.ac.uk/research/institute-for-particle-and-nuclear-physics/,CSE,Physics & Astronomy,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR208,"Second World War Network (Scotland)| University of Edinburgh, The",https://blogs.ed.ac.uk/swwnetworkscotland/,CAHSS,HCA,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,TBD,
WAR209,"Reid Concerts | University of Edinburgh, The",https://www.reidconcerts.music.ed.ac.uk/,CAHSS,ECA,Research activity,,"The Reid Concerts website is an online database charting the evolution of the Reid Concerts at the University of Edinburgh through the contents of the concert programmes. The [Reid] Chair of the Theory of Music was established in the University of Edinburgh in 1839 according to the terms of a bequest from General John Reid, and the first Commemoration Concert was given in 1841. The site was created by Fiona M Donaldson while she was a postgraduate research student at the Reid School of Music from 2013 to 2018. ",Active,,Added to UKWA - AWS,,,,15/12/2024,Weekly,Capped large,Umbrella - auto,
WAR210,Rioxx - The Research Outputs Metadata Schema ,https://www.rioxx.net/,ISG,EDINA,Research activity,,"Site containing technical specifications and supporting information for Rioxx, a metadata profile designed to aid open-access repositories to share metadata about the scholarly resources they contain.",Active,,Ended UKWA crawl,79313,,,11/07/2013,Quarterly,Capped,TBD,Originator not UE affiliated since 2017? Is this still UE hosted??
WAR211,"Scottish Centre for Administrative Data Research | University of Edinburgh, The",https://www.scadr.ac.uk/,CSE,Geosciences,Centre/Institute,,,Active,,Active UKWA crawl,,253580,,03/10/2024,Monthly,Capped,Umbrella - manual,
WAR212,Scotblood - Scottish National Blood Transfusion Service (SNBTS) ,https://www.scotblood.co.uk/,UNKNOWN,UNKNOWN,UNKNOWN,,,Active,,Active UKWA crawl,51661,,,31/03/2017,Annual,Capped large,TBD,Don't see any UE connection in hosting?
WAR213,Scottish Graduate School of Social Science,https://www.sgsss.ac.uk/,CAHSS,Social & Political Sciences,Centre/Institute,,,Active,,Active UKWA crawl,,253581,,03/10/2024,Monthly,Capped,Umbrella - manual,
WAR214,"Simons Initiative for the Developing Brain (SIDB) | University of Edinburgh, The",https://www.sidb.org.uk/,CMVM,Biomedical Sciences,Centre/Institute,,Site of a research centre that aims to understand the neurological basis of - and to test new therapies for - monogenic forms of autism and intellectual disability.,Active,,Added to UKWA - AWS,,,,,Monthly,Capped,Umbrella - manual,
WAR215,"Scottish Physical Activity Research Connections (SPARC) | University of Edinburgh, The",https://www.sparc.education.ed.ac.uk/,CAHSS,Education,Research activity,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR216,"School of Physics and Astronomy | University of Edinburgh, The",https://www.ph.ed.ac.uk/,CSE,Physics & Astronomy,School,,,Active,,Active UKWA crawl,,253060,,25/08/2024,Monthly,Capped,Umbrella - auto,
WAR217,"Centre of African Studies | University of Edinburgh, The",https://www.sps.ed.ac.uk/subject-area/centre-african-studies/,CAHSS,Social & Political Sciences,Centre/Institute,,,Redirect,https://www.sps.ed.ac.uk/centre-african-studies,Active UKWA crawl,,253333,,22/09/2024,Monthly,Capped,Umbrella - auto,
WAR218,"Scottish Sensory Centre | University of Edinburgh, The",https://www.ssc.education.ed.ac.uk/,CAHSS,Education,Centre/Institute,,,Active,,Active UKWA crawl,,253582,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR219,"British Sign Language Plan | University of Edinburgh, The",https://british-sign-language.ed.ac.uk/,USG,UNKNOWN,Service,,Website detailing the University of Edinburgh's plan for supporting the use of British Sign Language in University activities.,Active,,Added to UKWA - AWS,,,,08/12/2024,Monthly,Capped,Umbrella - auto,
WAR220,"STEP | University of Edinburgh, The",https://www.step.education.ed.ac.uk/,CAHSS,Education,Centre/Institute,,,Active,,Active UKWA crawl,,253583,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR221,"Scottish Universities' International Summer School (SUISS) | University of Edinburgh, The",https://www.suiss.ed.ac.uk/,CAHSS,LLC,Service,,,Active,,Active UKWA crawl,,253585,,03/10/2024,Monthly,Capped,Umbrella - auto,
WAR222,"Centre for Technomoral Futures | University of Edinburgh, The",https://www.technomoralfutures.uk/,CAHSS,UNKNOWN,Centre/Institute,,,Active,,Active UKWA crawl,,253586,,03/10/2024,Monthly,Capped,Umbrella - manual,
WAR223,"Deciphering the Dynamiter - A Study in Authorship Attribution | University of Edinburgh, The",https://thedynamiter.llc.ed.ac.uk/,CAHSS,LLC,UNKNOWN,,,Extinct,,Ended UKWA crawl,,253030,,25/08/2024,Weekly,Capped,Umbrella - auto,
WAR224,"EPCC (Edinburgh Parallel Computing Centre) | University of Edinburgh, The",https://www.epcc.ed.ac.uk/,CSE,UNKNOWN,UNKNOWN,,,Active,,Active UKWA crawl,,252783,,05/08/2024,Monthly,Capped,Umbrella - auto,
WAR225,"Edinburgh Neuroscience | University of Edinburgh, The",https://edinburghneuroscience.ed.ac.uk/,CMVM,Biomedical Sciences,Research activity,Deborah Stitt,"Site of an interdisciplinary, collaborative cross-College community at the University of Edinburgh ""who work together with a shared vision to discover new knowledge of the workings of the brain and mind across the life-course, in health and disease, and translate this into individual and societal health and wealth gains.""",Active,,Active UKWA crawl,181846,,,30/03/2024,Annual,Capped,Umbrella - auto,
WAR226,"Edinburgh Futures Institute | University of Edinburgh, The",https://efi.ed.ac.uk/,CAHSS,UNKNOWN,Centre/Institute,,,Active,,Active UKWA crawl,121413,,,25/08/2020,Sixmonthly,Capped large,Umbrella - auto,
WAR227,"Centre for Data, Culture & Society | University of Edinburgh, The",https://cdcs.ed.ac.uk/,CAHSS,UNKNOWN,Centre/Institute,Lisa Otty,,Active,,Active UKWA crawl,93048,,,06/05/2019,Quarterly,Capped large,Umbrella - auto,
WAR228,"Data Protection | University of Edinburgh, The",https://data-protection.ed.ac.uk/,USG,Governance and Strategic Planning,Service,,Information about the University of Edinburgh's data protection policies and procedures.,Active,,Added to UKWA - AWS,,,,28/02/2025,Monthly,Capped,Umbrella - auto,
WAR229,"Research into Results | University of Edinburgh, The",http://www.researchintoresults.co.uk/,CSG,UNKNOWN,Commercial partnership,,"Site of a subsidiary company of the University of Edinburgh whose ""principal activity is the delivery of research and project management services in the area of international development"".",Extinct,,Added to UKWA - AWS,,,,28/02/2025,Weekly,Capped,Umbrella - manual,
WAR230,"Edinburgh Buddist Studies | University of Edinburgh, The",https://buddhist-studies.ed.ac.uk/,CAHSS,Divinity,Research activity,,Site of a research network of scholars convened at the University of Edinburgh who focus on Buddhism in a range of contexts and encounters with other aspects of culture and society. ,Active,,Active UKWA crawl,179678,,,02/03/2023,Annual,Capped,Umbrella - auto,
WAR231,"Automating Universal Credit | University of Edinburgh, The",https://automatinguc.co.uk/,CAHSS,Social & Political Sciences,Research activity,Morgan Currie,Site of a research project exploring how  welfare policies have shaped the design of Universal Credit and how  automation in turn shapes the way UC policy is carried out. The project began in January 2022 and is supported by the UK's Economic and Social Research Council.,Active,,Added to UKWA - AWS,,,,28/02/2025,Annual,Capped,Umbrella - manual,
WAR232,"Edinburgh Culture & Communities Mapping Project | University of Edinburgh, The",https://www.edinburghculturalmap.org/,CAHSS,Social & Political Sciences,Research activity,,"Site of a project to use ""methods of cultural mapping and GIS to reflect on Edinburgh's cultural infrastructures and the spatial production of knowledge"". The project map launched in 2020.",Active,,Added to UKWA - AWS,,,,28/02/2025,Annual,Capped large,Umbrella - manual,
WAR233,"Scottish Alcohol Research Network | University of Edinburgh, The",https://www.sarn.ed.ac.uk/,CAHSS,HSS,Research activity,Aisha Holloway,"Site of ""a collaborative research forum for clinicians, academics and researchers with an interest in responding to alcohol related harm in Scotland"". The network launched in 2012. Site superseded by https://www.sarnalcohol.org/ ",Active,https://www.sarnalcohol.org/,Added to UKWA - AWS,,,,28/02/2025,Weekly,Capped,Umbrella - auto,
WAR234,"Academic and Clinical Central Office for Research and Development (ACCORD) | University of Edinburgh, The",https://www.accord.scot/,CMVM,Edinburgh Medical School,Service,,"Site of a partnership between the University of Edinburgh and NHS Lothian Health Board to ""provide streamlined access to professional advice, expert regulatory support and world class clinical research infrastructure.""",Active,,Active UKWA crawl,110912,,,16/04/2020,Sixmonthly,Capped large,Umbrella - manual,
WAR235,"National Creutzfeldt-Jakob Disease Surveillence Unit (NCJDSU) | University of Edinburgh, The",https://cjd.ed.ac.uk/,CMVM,Clinical Sciences,Research activity,,"Site of a research unit that aims ""to monitor the characteristics of all forms of Creutzfeldt-Jakob Disease (CJD), to identify trends in incidence rates, to study risk factors for the development of disease, and to contribute to improving the quality of care for those with CJD"".",Active,,Ended UKWA crawl,77189,,,28/02/2025,Annual,Capped,Umbrella - auto,
WAR236,"Ethical Action Toolkit | University of Edinburgh, The",https://www.ethical-action.ed.ac.uk/,UNKNOWN,UNKNOWN,Research activity,,Site of a research toolkit developed to support and encourage ethical research in international contexts.,Active,,Added to UKWA - AWS,,,,28/02/2025,Annual,Capped,Umbrella - auto,
WAR237,"Creutzfeldt-Jakob Disease International Surveillance Network | University of Edinburgh, The",https://www.eurocjd.ed.ac.uk/,CMVM,Clinical Sciences,Research activity,,Site of a research network established in 1993 to conduct epidemiological surveillance for Creutzfeldt Jakob disease (CJD). ,Dormant,,Added to UKWA - AWS,,,,28/02/2025,Weekly,Capped,Umbrella - auto,
WAR238,"History of Distributed Cognition Project | University of Edinburgh, The",https://hdc.ed.ac.uk/,CAHSS,HCA,Research activity,Douglas Cairns,"Site of a project that ""brought together scholars from across the disciplinary spectrum in order to track the expression of notions of distributed cognition in a wide range of historical, cultural and literary works from antiquity to the twentieth century"". The project ran from August 2014 - February 2018.",Active,,Added to UKWA - AWS,,,,28/02/2025,Annual,Capped,Umbrella - auto,
WAR239,"Lothians Equal Access Programme for Schools (LEAPS) | University of Edinburgh, The",https://www.leapsonline.org/,CAHSS,Education,Service,,"Site of ""a widening participation programme which aims to encourage and advise students who are traditionally under-represented in higher education"". ",Active,,Added to UKWA - AWS,,,,28/02/2025,Sixmonthly,Capped,Umbrella - manual,
WAR240,"uCreate | University of Edinburgh, The",https://www.ucreatestudio.is.ed.ac.uk/,ISG,Library and Collections,Service,,"uCreate is The University of Edinburgh's free community makerspace, loans and multimedia service. Students, staff and alumni can use and loan equipment as well as access training and support.",Active,,Added to UKWA - AWS,,,,28/02/2025,Sixmonthly,Capped,Umbrella - auto,
WAR241,"College of Arts, Humanities and Social Sciences | University of Edinburgh, The",https://cahss.ed.ac.uk/,CAHSS,Top-level,College/Professional Services Group,,"The College of Arts, Humanities, and Social Sciences (CAHSS) is the largest of the University of Edinburgh's three colleges by enrolement. The Edinburgh College of Art was incorporated into the College in 2011. The College is comprised of 11 Schools and the Centre for Open Learning. CAHSS also hosts a number of subject-specific and interdisciplinary research centres.",Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
WAR242,Pharmacology Education Project,https://www.pharmacologyeducation.org/,CMVM,Biomedical Sciences,Research activity,Simon Maxwell,"Site of a ""freely accessible online learning resource intended to support education and training in pharmacological sciences worldwide"". The project is being developed by the International Union of Basic and Clinical Pharmacology (IUPHAR).",Active,,Added to UKWA - AWS,,,,28/02/2025,Monthly,Capped,Umbrella - manual,
WAR243,QUAL[itative]: the art of research insights,https://www.qual.org.uk/,CAHSS,Business,Research activity,,Site providing guidance and information on qualitative research approaches for small and medium sized creative organisations.,Active,,Added to UKWA - AWS,,,,28/02/2025,Annual,Capped,Umbrella - manual,
WAR244,"Short online courses | University of Edinburgh, The",https://www.onlinecourses.ed.ac.uk/,UNKNOWN,UNKNOWN,Service,,Site providing information on the online courses offered by the University of Edinburgh. ,Active,,Added to UKWA - AWS,,,,28/02/2025,Monthly,Capped,Umbrella - auto,
WAR245,"Carbon Capture, Useage & Storage Zero Emissions Network (CCUS ZEN)",https://www.ccuszen.eu/,CSE,Geosciences,Research activity,,"Site of a research network exploring carbon capture, usage and storage in the Baltic Sea and Mediterranean Sea regions. ",Active,,Added to UKWA - AWS,,,,28/02/2025,Sixmonthly,Capped,Umbrella - manual,
WAR246,"Centre for Pesticide Suicide Prevention, The | University of Edinburgh, The",https://centrepsp.org/,CMVM,Clinical Sciences,Centre/Institute,,Site of a philanthropically funded research and policy initiative within the University of Edinburgh that aims to reduce the number of pesticide suicides worldwide.,Active,,Active UKWA crawl,"186,838",,,15/06/2023,Quarterly,Capped,Umbrella - manual,
WAR247,Edinburgh Centre for Carbon Innovation (ECCI),https://edinburghcentre.org/,CSE,Geosciences,Centre/Institute,,"Site of a research centre within the School of GeoSciences, University of Edinburgh that works to ""find and implement place-based climate solutions"".",Active,,Active UKWA crawl,128424,,,14/01/2021,Sixmonthly,Capped large,Umbrella - manual,
WAR248,Scottish Carbon Capture & Storage (SCCS),https://www.sccs.org.uk/,CSE,Geosciences,Centre/Institute,,Site of a research group aiming to accelerate carbon capture and storage in the UK through knowledge exchange.,Active,,Active UKWA crawl,172263,,,03/11/2022,Monthly,Capped,Umbrella - manual,
WAR249,"National Creutzfeldt-Jakob Disease Surveillence Unit (NCJDSU) | University of Edinburgh, The",https://cjd.ed.ac.uk/,CMVM,Clinical Sciences,Research activity,,"Site of a research unit that aims ""to monitor the characteristics of all forms of Creutzfeldt-Jakob Disease (CJD), to identify trends in incidence rates, to study risk factors for the development of disease, and to contribute to improving the quality of care for those with CJD"".",Active,,Added to UKWA - AWS,,,,28/02/2025,Weekly,Capped,Umbrella - auto,Re-added as new crawl prior to site closing
WAR250,"EdGEL Pattern Library | University of Edinburgh, The",https://gel.ed.ac.uk/,ISG,"Learning, Teaching and Web",Service,,,Active,,TBD,,,,,,,Umbrella - auto,
WAR251,"E-learning and Digital Cultures 2010 | University of Edinburgh, The",http://edc.education.ed.ac.uk/,CAHSS,Education,Research activity,Jen Ross,Blog of the MSc E-Learning and Digital Cultures course.,Active,,Added to UKWA - AWS,,,,,Annual,Capped,Umbrella - auto,
WAR252,"Centre for Cardiovascular Science | University of Edinburgh, The",https://cardiovascular-science.ed.ac.uk/,CMVM,Clinical Sciences,Centre/Institute,,,Active,,Added to UKWA - AWS,,,,26/11/2024,Monthly,Capped,Umbrella - auto,
